nc6_threshold,nc10_threshold,uni6_threshold,uni10_threshold,accuracy
9,22,0.35,0.55,0.38552188552188554
9,22,0.35,0.5,0.38552188552188554
9,22,0.35,0.45,0.38552188552188554
9,22,0.35,0.4,0.38552188552188554
9,22,0.4,0.5,0.38552188552188554
9,22,0.3,0.4,0.38552188552188554
9,22,0.3,0.45,0.38552188552188554
9,22,0.3,0.55,0.38552188552188554
9,22,0.3,0.6,0.38552188552188554
9,22,0.3,0.5,0.38552188552188554
9,22,0.5,0.55,0.38552188552188554
9,22,0.45,0.6,0.38552188552188554
9,22,0.5,0.4,0.38552188552188554
9,22,0.45,0.55,0.38552188552188554
9,22,0.5,0.45,0.38552188552188554
9,22,0.5,0.5,0.38552188552188554
9,22,0.5,0.6,0.38552188552188554
9,24,0.45,0.5,0.3771043771043771
9,24,0.4,0.5,0.3771043771043771
9,24,0.4,0.55,0.3771043771043771
9,24,0.4,0.6,0.3771043771043771
9,24,0.45,0.4,0.3771043771043771
9,24,0.45,0.45,0.3771043771043771
9,24,0.3,0.4,0.3771043771043771
9,24,0.35,0.5,0.3771043771043771
9,24,0.35,0.45,0.3771043771043771
9,24,0.35,0.4,0.3771043771043771
9,24,0.3,0.6,0.3771043771043771
9,24,0.3,0.55,0.3771043771043771
9,24,0.3,0.5,0.3771043771043771
9,24,0.3,0.45,0.3771043771043771
9,24,0.35,0.55,0.3771043771043771
9,24,0.45,0.55,0.3771043771043771
9,24,0.45,0.6,0.3771043771043771
9,24,0.5,0.4,0.3771043771043771
9,24,0.5,0.45,0.3771043771043771
9,24,0.5,0.5,0.3771043771043771
9,24,0.5,0.55,0.3771043771043771
9,24,0.5,0.6,0.3771043771043771
9,24,0.4,0.4,0.3771043771043771
9,24,0.4,0.45,0.3771043771043771
9,24,0.35,0.6,0.3771043771043771
10,18,0.4,0.6,0.3681257014590348
10,20,0.5,0.55,0.3681257014590348
10,18,0.45,0.4,0.3681257014590348
10,18,0.45,0.45,0.3681257014590348
10,20,0.5,0.6,0.3681257014590348
10,20,0.45,0.4,0.3681257014590348
10,20,0.4,0.6,0.3681257014590348
10,20,0.4,0.55,0.3681257014590348
10,20,0.4,0.5,0.3681257014590348
10,20,0.45,0.6,0.3681257014590348
10,20,0.5,0.5,0.3681257014590348
10,20,0.5,0.45,0.3681257014590348
10,20,0.5,0.4,0.3681257014590348
10,18,0.35,0.45,0.3681257014590348
10,18,0.35,0.5,0.3681257014590348
10,18,0.35,0.55,0.3681257014590348
10,18,0.45,0.5,0.3681257014590348
10,18,0.4,0.55,0.3681257014590348
10,18,0.4,0.5,0.3681257014590348
10,18,0.4,0.45,0.3681257014590348
10,18,0.4,0.4,0.3681257014590348
10,20,0.35,0.6,0.3681257014590348
10,20,0.4,0.4,0.3681257014590348
10,20,0.4,0.45,0.3681257014590348
10,18,0.35,0.6,0.3681257014590348
10,18,0.35,0.4,0.3681257014590348
10,20,0.45,0.55,0.3681257014590348
10,20,0.45,0.5,0.3681257014590348
10,20,0.45,0.45,0.3681257014590348
10,12,0.45,0.4,0.3681257014590348
10,12,0.4,0.6,0.3681257014590348
10,12,0.4,0.55,0.3681257014590348
10,12,0.4,0.5,0.3681257014590348
10,12,0.4,0.45,0.3681257014590348
10,12,0.4,0.4,0.3681257014590348
10,12,0.35,0.6,0.3681257014590348
10,12,0.35,0.55,0.3681257014590348
10,12,0.35,0.5,0.3681257014590348
10,12,0.35,0.45,0.3681257014590348
10,12,0.35,0.4,0.3681257014590348
10,12,0.3,0.6,0.3681257014590348
10,12,0.3,0.55,0.3681257014590348
10,12,0.3,0.5,0.3681257014590348
10,12,0.3,0.45,0.3681257014590348
10,12,0.3,0.4,0.3681257014590348
10,14,0.35,0.45,0.3681257014590348
10,14,0.35,0.4,0.3681257014590348
10,14,0.3,0.6,0.3681257014590348
10,14,0.3,0.55,0.3681257014590348
10,14,0.3,0.5,0.3681257014590348
10,14,0.3,0.45,0.3681257014590348
10,14,0.3,0.4,0.3681257014590348
10,12,0.5,0.6,0.3681257014590348
10,12,0.5,0.55,0.3681257014590348
10,12,0.5,0.5,0.3681257014590348
10,12,0.5,0.45,0.3681257014590348
10,12,0.5,0.4,0.3681257014590348
10,12,0.45,0.6,0.3681257014590348
10,12,0.45,0.55,0.3681257014590348
10,12,0.45,0.5,0.3681257014590348
10,12,0.45,0.45,0.3681257014590348
10,14,0.5,0.5,0.3681257014590348
10,14,0.5,0.45,0.3681257014590348
10,14,0.5,0.4,0.3681257014590348
10,14,0.45,0.6,0.3681257014590348
10,14,0.45,0.55,0.3681257014590348
10,14,0.45,0.5,0.3681257014590348
10,14,0.45,0.45,0.3681257014590348
10,14,0.45,0.4,0.3681257014590348
10,14,0.4,0.6,0.3681257014590348
10,14,0.4,0.55,0.3681257014590348
10,14,0.4,0.5,0.3681257014590348
10,14,0.4,0.45,0.3681257014590348
10,14,0.4,0.4,0.3681257014590348
10,14,0.35,0.6,0.3681257014590348
10,14,0.35,0.55,0.3681257014590348
10,14,0.35,0.5,0.3681257014590348
10,16,0.4,0.55,0.3681257014590348
10,16,0.4,0.5,0.3681257014590348
10,16,0.4,0.45,0.3681257014590348
10,16,0.4,0.4,0.3681257014590348
10,16,0.35,0.6,0.3681257014590348
10,16,0.35,0.55,0.3681257014590348
10,16,0.35,0.5,0.3681257014590348
10,16,0.35,0.45,0.3681257014590348
10,16,0.35,0.4,0.3681257014590348
10,16,0.3,0.6,0.3681257014590348
10,16,0.3,0.55,0.3681257014590348
10,16,0.3,0.5,0.3681257014590348
10,16,0.3,0.45,0.3681257014590348
10,16,0.3,0.4,0.3681257014590348
10,14,0.5,0.6,0.3681257014590348
10,14,0.5,0.55,0.3681257014590348
10,18,0.3,0.6,0.3681257014590348
10,18,0.3,0.55,0.3681257014590348
10,18,0.3,0.5,0.3681257014590348
10,18,0.3,0.45,0.3681257014590348
10,18,0.3,0.4,0.3681257014590348
10,16,0.5,0.6,0.3681257014590348
10,16,0.5,0.55,0.3681257014590348
10,16,0.5,0.5,0.3681257014590348
10,16,0.5,0.45,0.3681257014590348
10,16,0.5,0.4,0.3681257014590348
10,16,0.45,0.6,0.3681257014590348
10,16,0.45,0.55,0.3681257014590348
10,16,0.45,0.5,0.3681257014590348
10,16,0.45,0.45,0.3681257014590348
10,16,0.45,0.4,0.3681257014590348
10,16,0.4,0.6,0.3681257014590348
10,18,0.5,0.4,0.3681257014590348
10,18,0.45,0.6,0.3681257014590348
10,18,0.45,0.55,0.3681257014590348
10,20,0.35,0.55,0.3681257014590348
10,20,0.35,0.5,0.3681257014590348
10,20,0.35,0.45,0.3681257014590348
10,20,0.35,0.4,0.3681257014590348
10,20,0.3,0.6,0.3681257014590348
10,20,0.3,0.55,0.3681257014590348
10,20,0.3,0.5,0.3681257014590348
10,20,0.3,0.45,0.3681257014590348
10,20,0.3,0.4,0.3681257014590348
10,18,0.5,0.6,0.3681257014590348
10,18,0.5,0.55,0.3681257014590348
10,18,0.5,0.5,0.3681257014590348
10,18,0.5,0.45,0.3681257014590348
10,22,0.4,0.6,0.36475869809203143
10,22,0.4,0.55,0.36475869809203143
10,22,0.4,0.5,0.36475869809203143
10,22,0.4,0.45,0.36475869809203143
10,22,0.4,0.4,0.36475869809203143
10,22,0.35,0.6,0.36475869809203143
10,22,0.35,0.55,0.36475869809203143
10,22,0.35,0.5,0.36475869809203143
10,22,0.35,0.45,0.36475869809203143
10,22,0.35,0.4,0.36475869809203143
10,22,0.3,0.6,0.36475869809203143
10,22,0.3,0.55,0.36475869809203143
10,22,0.3,0.5,0.36475869809203143
10,22,0.3,0.45,0.36475869809203143
10,22,0.3,0.4,0.36475869809203143
10,22,0.45,0.4,0.36475869809203143
10,22,0.5,0.5,0.36475869809203143
10,22,0.5,0.45,0.36475869809203143
10,22,0.5,0.4,0.36475869809203143
10,22,0.45,0.6,0.36475869809203143
10,22,0.45,0.55,0.36475869809203143
10,22,0.45,0.5,0.36475869809203143
10,22,0.45,0.45,0.36475869809203143
10,22,0.5,0.55,0.36475869809203143
10,22,0.5,0.6,0.36475869809203143
10,24,0.35,0.6,0.3613916947250281
10,24,0.35,0.55,0.3613916947250281
10,24,0.4,0.45,0.3613916947250281
10,24,0.4,0.5,0.3613916947250281
10,24,0.4,0.55,0.3613916947250281
10,24,0.4,0.4,0.3613916947250281
10,24,0.3,0.55,0.3613916947250281
10,24,0.35,0.45,0.3613916947250281
10,24,0.3,0.6,0.3613916947250281
10,24,0.35,0.4,0.3613916947250281
10,24,0.3,0.45,0.3613916947250281
10,24,0.3,0.5,0.3613916947250281
10,24,0.3,0.4,0.3613916947250281
10,24,0.4,0.6,0.3613916947250281
10,24,0.45,0.4,0.3613916947250281
10,24,0.45,0.45,0.3613916947250281
10,24,0.45,0.5,0.3613916947250281
10,24,0.45,0.55,0.3613916947250281
10,24,0.45,0.6,0.3613916947250281
10,24,0.5,0.4,0.3613916947250281
10,24,0.5,0.45,0.3613916947250281
10,24,0.5,0.5,0.3613916947250281
10,24,0.5,0.55,0.3613916947250281
10,24,0.5,0.6,0.3613916947250281
10,24,0.35,0.5,0.3613916947250281
11,20,0.35,0.5,0.35970819304152635
11,20,0.35,0.4,0.35970819304152635
11,20,0.3,0.6,0.35970819304152635
11,20,0.3,0.55,0.35970819304152635
11,20,0.35,0.45,0.35970819304152635
11,20,0.3,0.45,0.35970819304152635
11,20,0.3,0.4,0.35970819304152635
11,18,0.5,0.6,0.35970819304152635
11,18,0.5,0.55,0.35970819304152635
11,18,0.5,0.5,0.35970819304152635
11,18,0.5,0.45,0.35970819304152635
11,18,0.5,0.4,0.35970819304152635
11,20,0.3,0.5,0.35970819304152635
11,20,0.45,0.5,0.35970819304152635
11,20,0.5,0.6,0.35970819304152635
11,20,0.5,0.55,0.35970819304152635
11,20,0.5,0.5,0.35970819304152635
11,20,0.5,0.45,0.35970819304152635
11,20,0.5,0.4,0.35970819304152635
11,20,0.45,0.6,0.35970819304152635
11,20,0.45,0.55,0.35970819304152635
11,20,0.4,0.55,0.35970819304152635
11,20,0.45,0.45,0.35970819304152635
11,20,0.45,0.4,0.35970819304152635
11,20,0.4,0.6,0.35970819304152635
11,20,0.4,0.45,0.35970819304152635
11,20,0.4,0.5,0.35970819304152635
11,20,0.4,0.4,0.35970819304152635
11,18,0.45,0.6,0.35970819304152635
11,20,0.35,0.6,0.35970819304152635
11,20,0.35,0.55,0.35970819304152635
11,12,0.4,0.55,0.35970819304152635
11,12,0.4,0.5,0.35970819304152635
11,12,0.35,0.6,0.35970819304152635
11,12,0.35,0.55,0.35970819304152635
11,12,0.4,0.45,0.35970819304152635
11,12,0.4,0.4,0.35970819304152635
11,12,0.35,0.45,0.35970819304152635
11,12,0.35,0.5,0.35970819304152635
11,12,0.35,0.4,0.35970819304152635
11,12,0.3,0.6,0.35970819304152635
11,12,0.3,0.5,0.35970819304152635
11,12,0.3,0.55,0.35970819304152635
11,12,0.3,0.4,0.35970819304152635
11,12,0.3,0.45,0.35970819304152635
11,14,0.3,0.6,0.35970819304152635
11,14,0.3,0.55,0.35970819304152635
11,14,0.3,0.5,0.35970819304152635
11,14,0.3,0.45,0.35970819304152635
11,14,0.3,0.4,0.35970819304152635
11,12,0.5,0.6,0.35970819304152635
11,12,0.5,0.55,0.35970819304152635
11,12,0.5,0.5,0.35970819304152635
11,12,0.5,0.45,0.35970819304152635
11,12,0.5,0.4,0.35970819304152635
11,12,0.45,0.6,0.35970819304152635
11,12,0.45,0.55,0.35970819304152635
11,12,0.45,0.5,0.35970819304152635
11,12,0.45,0.45,0.35970819304152635
11,12,0.45,0.4,0.35970819304152635
11,12,0.4,0.6,0.35970819304152635
11,14,0.5,0.4,0.35970819304152635
11,14,0.45,0.6,0.35970819304152635
11,14,0.45,0.55,0.35970819304152635
11,14,0.45,0.5,0.35970819304152635
11,14,0.45,0.45,0.35970819304152635
11,14,0.45,0.4,0.35970819304152635
11,14,0.4,0.6,0.35970819304152635
11,14,0.4,0.55,0.35970819304152635
11,14,0.4,0.5,0.35970819304152635
11,14,0.4,0.45,0.35970819304152635
11,14,0.4,0.4,0.35970819304152635
11,14,0.35,0.6,0.35970819304152635
11,14,0.35,0.55,0.35970819304152635
11,14,0.35,0.5,0.35970819304152635
11,14,0.35,0.45,0.35970819304152635
11,14,0.35,0.4,0.35970819304152635
11,16,0.4,0.45,0.35970819304152635
11,16,0.4,0.4,0.35970819304152635
11,16,0.35,0.6,0.35970819304152635
11,16,0.35,0.55,0.35970819304152635
11,16,0.35,0.5,0.35970819304152635
11,16,0.35,0.45,0.35970819304152635
11,16,0.35,0.4,0.35970819304152635
11,16,0.3,0.6,0.35970819304152635
11,16,0.3,0.55,0.35970819304152635
11,16,0.3,0.5,0.35970819304152635
11,16,0.3,0.45,0.35970819304152635
11,16,0.3,0.4,0.35970819304152635
11,14,0.5,0.6,0.35970819304152635
11,14,0.5,0.55,0.35970819304152635
11,14,0.5,0.5,0.35970819304152635
11,14,0.5,0.45,0.35970819304152635
11,18,0.3,0.5,0.35970819304152635
11,18,0.3,0.45,0.35970819304152635
11,18,0.3,0.4,0.35970819304152635
11,16,0.5,0.6,0.35970819304152635
11,16,0.5,0.55,0.35970819304152635
11,16,0.5,0.5,0.35970819304152635
11,16,0.5,0.45,0.35970819304152635
11,16,0.5,0.4,0.35970819304152635
11,16,0.45,0.6,0.35970819304152635
11,16,0.45,0.55,0.35970819304152635
11,16,0.45,0.5,0.35970819304152635
11,16,0.45,0.45,0.35970819304152635
11,16,0.45,0.4,0.35970819304152635
11,16,0.4,0.6,0.35970819304152635
11,16,0.4,0.55,0.35970819304152635
11,16,0.4,0.5,0.35970819304152635
11,18,0.45,0.55,0.35970819304152635
11,18,0.45,0.5,0.35970819304152635
11,18,0.45,0.45,0.35970819304152635
11,18,0.45,0.4,0.35970819304152635
11,18,0.4,0.6,0.35970819304152635
11,18,0.4,0.55,0.35970819304152635
11,18,0.4,0.5,0.35970819304152635
11,18,0.4,0.45,0.35970819304152635
11,18,0.4,0.4,0.35970819304152635
11,18,0.35,0.6,0.35970819304152635
11,18,0.35,0.55,0.35970819304152635
11,18,0.35,0.5,0.35970819304152635
11,18,0.35,0.45,0.35970819304152635
11,18,0.35,0.4,0.35970819304152635
11,18,0.3,0.6,0.35970819304152635
11,18,0.3,0.55,0.35970819304152635
11,22,0.3,0.4,0.35914702581369246
11,22,0.3,0.45,0.35914702581369246
11,22,0.3,0.5,0.35914702581369246
11,22,0.3,0.55,0.35914702581369246
11,22,0.3,0.6,0.35914702581369246
11,22,0.35,0.4,0.35914702581369246
11,22,0.35,0.45,0.35914702581369246
11,22,0.35,0.5,0.35914702581369246
11,22,0.5,0.6,0.35914702581369246
11,22,0.45,0.5,0.35914702581369246
11,22,0.45,0.55,0.35914702581369246
11,22,0.45,0.6,0.35914702581369246
11,22,0.5,0.4,0.35914702581369246
11,22,0.5,0.45,0.35914702581369246
11,22,0.5,0.5,0.35914702581369246
11,22,0.5,0.55,0.35914702581369246
11,22,0.45,0.45,0.35914702581369246
11,22,0.35,0.6,0.35914702581369246
11,22,0.4,0.4,0.35914702581369246
11,22,0.4,0.45,0.35914702581369246
11,22,0.4,0.5,0.35914702581369246
11,22,0.4,0.55,0.35914702581369246
11,22,0.4,0.6,0.35914702581369246
11,22,0.45,0.4,0.35914702581369246
11,22,0.35,0.55,0.35914702581369246
11,24,0.3,0.4,0.3574635241301908
11,24,0.3,0.45,0.3574635241301908
11,24,0.3,0.5,0.3574635241301908
11,24,0.3,0.55,0.3574635241301908
11,24,0.3,0.6,0.3574635241301908
11,24,0.35,0.4,0.3574635241301908
11,24,0.35,0.45,0.3574635241301908
11,24,0.35,0.55,0.3574635241301908
11,24,0.5,0.55,0.3574635241301908
11,24,0.35,0.6,0.3574635241301908
11,24,0.4,0.4,0.3574635241301908
11,24,0.4,0.45,0.3574635241301908
11,24,0.4,0.5,0.3574635241301908
11,24,0.4,0.55,0.3574635241301908
11,24,0.4,0.6,0.3574635241301908
11,24,0.45,0.4,0.3574635241301908
11,24,0.45,0.45,0.3574635241301908
11,24,0.45,0.5,0.3574635241301908
11,24,0.45,0.55,0.3574635241301908
11,24,0.45,0.6,0.3574635241301908
11,24,0.5,0.4,0.3574635241301908
11,24,0.5,0.45,0.3574635241301908
11,24,0.5,0.5,0.3574635241301908
11,24,0.35,0.5,0.3574635241301908
11,24,0.5,0.6,0.3574635241301908
12,22,0.35,0.4,0.356341189674523
12,24,0.4,0.6,0.356341189674523
12,24,0.45,0.4,0.356341189674523
12,24,0.4,0.5,0.356341189674523
12,24,0.4,0.45,0.356341189674523
12,24,0.4,0.4,0.356341189674523
12,24,0.4,0.55,0.356341189674523
12,24,0.35,0.55,0.356341189674523
12,24,0.35,0.5,0.356341189674523
12,24,0.35,0.45,0.356341189674523
12,24,0.35,0.4,0.356341189674523
12,24,0.3,0.6,0.356341189674523
12,24,0.3,0.55,0.356341189674523
12,24,0.3,0.5,0.356341189674523
12,24,0.35,0.6,0.356341189674523
12,24,0.3,0.4,0.356341189674523
12,24,0.5,0.6,0.356341189674523
12,24,0.5,0.55,0.356341189674523
12,24,0.5,0.5,0.356341189674523
12,24,0.5,0.45,0.356341189674523
12,24,0.5,0.4,0.356341189674523
12,24,0.45,0.6,0.356341189674523
12,24,0.45,0.55,0.356341189674523
12,24,0.45,0.5,0.356341189674523
12,24,0.45,0.45,0.356341189674523
12,22,0.5,0.6,0.356341189674523
12,22,0.5,0.55,0.356341189674523
12,22,0.5,0.5,0.356341189674523
12,22,0.5,0.45,0.356341189674523
12,22,0.3,0.6,0.356341189674523
12,22,0.3,0.55,0.356341189674523
12,22,0.3,0.5,0.356341189674523
12,22,0.4,0.55,0.356341189674523
12,22,0.35,0.55,0.356341189674523
12,22,0.35,0.45,0.356341189674523
12,22,0.4,0.4,0.356341189674523
12,22,0.4,0.45,0.356341189674523
12,22,0.4,0.5,0.356341189674523
12,22,0.35,0.5,0.356341189674523
12,22,0.45,0.5,0.356341189674523
12,22,0.4,0.6,0.356341189674523
12,22,0.45,0.45,0.356341189674523
12,22,0.45,0.4,0.356341189674523
12,22,0.45,0.6,0.356341189674523
12,22,0.45,0.55,0.356341189674523
12,22,0.5,0.4,0.356341189674523
12,24,0.3,0.45,0.356341189674523
12,22,0.35,0.6,0.356341189674523
12,12,0.3,0.4,0.356341189674523
12,12,0.3,0.45,0.356341189674523
12,12,0.3,0.5,0.356341189674523
12,12,0.3,0.55,0.356341189674523
12,12,0.3,0.6,0.356341189674523
12,12,0.35,0.4,0.356341189674523
12,12,0.35,0.45,0.356341189674523
12,12,0.35,0.5,0.356341189674523
12,12,0.35,0.55,0.356341189674523
12,12,0.35,0.6,0.356341189674523
12,12,0.4,0.4,0.356341189674523
12,12,0.4,0.45,0.356341189674523
12,12,0.4,0.5,0.356341189674523
12,12,0.4,0.55,0.356341189674523
12,12,0.4,0.6,0.356341189674523
12,12,0.45,0.4,0.356341189674523
12,12,0.45,0.45,0.356341189674523
12,12,0.45,0.5,0.356341189674523
12,12,0.45,0.55,0.356341189674523
12,12,0.45,0.6,0.356341189674523
12,12,0.5,0.4,0.356341189674523
12,12,0.5,0.45,0.356341189674523
12,12,0.5,0.5,0.356341189674523
12,12,0.5,0.55,0.356341189674523
12,12,0.5,0.6,0.356341189674523
12,14,0.3,0.4,0.356341189674523
12,14,0.3,0.45,0.356341189674523
12,14,0.3,0.5,0.356341189674523
12,14,0.3,0.55,0.356341189674523
12,14,0.3,0.6,0.356341189674523
12,14,0.35,0.4,0.356341189674523
12,14,0.35,0.45,0.356341189674523
12,14,0.35,0.5,0.356341189674523
12,14,0.35,0.55,0.356341189674523
12,14,0.35,0.6,0.356341189674523
12,14,0.4,0.4,0.356341189674523
12,14,0.4,0.45,0.356341189674523
12,14,0.4,0.5,0.356341189674523
12,14,0.4,0.55,0.356341189674523
12,14,0.4,0.6,0.356341189674523
12,14,0.45,0.4,0.356341189674523
12,14,0.45,0.45,0.356341189674523
12,14,0.45,0.5,0.356341189674523
12,14,0.45,0.55,0.356341189674523
12,14,0.45,0.6,0.356341189674523
12,14,0.5,0.4,0.356341189674523
12,14,0.5,0.45,0.356341189674523
12,14,0.5,0.5,0.356341189674523
12,14,0.5,0.55,0.356341189674523
12,14,0.5,0.6,0.356341189674523
12,16,0.3,0.4,0.356341189674523
12,16,0.3,0.45,0.356341189674523
12,16,0.3,0.5,0.356341189674523
12,16,0.3,0.55,0.356341189674523
12,16,0.3,0.6,0.356341189674523
12,16,0.35,0.4,0.356341189674523
12,16,0.35,0.45,0.356341189674523
12,16,0.35,0.5,0.356341189674523
12,16,0.35,0.55,0.356341189674523
12,16,0.35,0.6,0.356341189674523
12,16,0.4,0.4,0.356341189674523
12,16,0.4,0.45,0.356341189674523
12,16,0.4,0.5,0.356341189674523
12,16,0.4,0.55,0.356341189674523
12,16,0.4,0.6,0.356341189674523
12,16,0.45,0.4,0.356341189674523
12,16,0.45,0.45,0.356341189674523
12,16,0.45,0.5,0.356341189674523
12,16,0.45,0.55,0.356341189674523
12,16,0.45,0.6,0.356341189674523
12,16,0.5,0.4,0.356341189674523
12,16,0.5,0.45,0.356341189674523
12,16,0.5,0.5,0.356341189674523
12,16,0.5,0.55,0.356341189674523
12,16,0.5,0.6,0.356341189674523
12,18,0.3,0.4,0.356341189674523
12,18,0.3,0.45,0.356341189674523
12,18,0.3,0.5,0.356341189674523
12,18,0.3,0.55,0.356341189674523
12,18,0.3,0.6,0.356341189674523
12,18,0.35,0.4,0.356341189674523
12,18,0.35,0.45,0.356341189674523
12,18,0.35,0.5,0.356341189674523
12,18,0.35,0.55,0.356341189674523
12,18,0.35,0.6,0.356341189674523
12,18,0.4,0.4,0.356341189674523
12,18,0.4,0.45,0.356341189674523
12,18,0.4,0.5,0.356341189674523
12,18,0.4,0.55,0.356341189674523
12,18,0.4,0.6,0.356341189674523
12,18,0.45,0.4,0.356341189674523
12,18,0.45,0.45,0.356341189674523
12,18,0.45,0.5,0.356341189674523
12,18,0.45,0.55,0.356341189674523
12,18,0.45,0.6,0.356341189674523
12,18,0.5,0.4,0.356341189674523
12,18,0.5,0.45,0.356341189674523
12,18,0.5,0.5,0.356341189674523
12,18,0.5,0.55,0.356341189674523
12,18,0.5,0.6,0.356341189674523
12,20,0.3,0.4,0.356341189674523
12,20,0.3,0.45,0.356341189674523
12,20,0.3,0.5,0.356341189674523
12,20,0.3,0.55,0.356341189674523
12,20,0.3,0.6,0.356341189674523
12,20,0.35,0.4,0.356341189674523
12,20,0.35,0.45,0.356341189674523
12,20,0.35,0.5,0.356341189674523
12,20,0.35,0.55,0.356341189674523
12,20,0.35,0.6,0.356341189674523
12,20,0.4,0.4,0.356341189674523
12,20,0.4,0.45,0.356341189674523
12,20,0.4,0.5,0.356341189674523
12,20,0.4,0.55,0.356341189674523
12,20,0.4,0.6,0.356341189674523
12,20,0.45,0.4,0.356341189674523
12,20,0.45,0.45,0.356341189674523
12,20,0.45,0.5,0.356341189674523
12,20,0.45,0.55,0.356341189674523
12,20,0.45,0.6,0.356341189674523
12,20,0.5,0.4,0.356341189674523
12,20,0.5,0.45,0.356341189674523
12,20,0.5,0.5,0.356341189674523
12,20,0.5,0.55,0.356341189674523
12,20,0.5,0.6,0.356341189674523
12,22,0.3,0.4,0.356341189674523
12,22,0.3,0.45,0.356341189674523
