nc6,nc10,uni6,uni10,acc_dssp,acc_consensus,f1_score
5,16,0.32,0.5,0.8,0.8,0.8023885490150162
5,16,0.3,0.7,0.7995604395604395,0.7995604395604395,0.8019842954420476
5,16,0.38,0.55,0.7991208791208791,0.7991208791208791,0.8019575472813905
5,14,0.35,0.55,0.7991208791208791,0.7991208791208791,0.8007031382002298
5,15,0.38,0.55,0.7991208791208791,0.7991208791208791,0.8015199272524448
5,15,0.32,0.7,0.7986813186813186,0.7986813186813186,0.8011831014758118
5,12,0.35,0.7,0.7978021978021979,0.7978021978021979,0.800362384083072
5,11,0.35,0.7,0.7978021978021979,0.7978021978021979,0.800362384083072
5,13,0.28,0.55,0.7978021978021979,0.7978021978021979,0.7980665845189381
5,10,0.35,0.7,0.7973626373626373,0.7973626373626373,0.7999360510840717
5,13,0.25,0.55,0.7973626373626373,0.7973626373626373,0.797606027489051
5,13,0.35,0.7,0.7973626373626373,0.7973626373626373,0.7999049434934155
5,16,0.32,0.7,0.7964835164835165,0.7964835164835165,0.7988810123890489
5,13,0.3,0.55,0.7964835164835165,0.7964835164835165,0.7968565659568492
5,13,0.32,0.55,0.7964835164835165,0.7964835164835165,0.7971833491490941
5,14,0.35,0.7,0.7964835164835165,0.7964835164835165,0.7989876773211898
5,15,0.35,0.5,0.7956043956043956,0.7956043956043956,0.7973327035584331
5,16,0.35,0.5,0.7951648351648352,0.7951648351648352,0.7977583290592228
5,15,0.35,0.7,0.7938461538461539,0.7938461538461539,0.7962935063465266
5,13,0.35,0.55,0.7934065934065934,0.7934065934065934,0.7945166488813076
5,14,0.38,0.55,0.7925274725274726,0.7925274725274726,0.7944377806815833
5,16,0.35,0.7,0.7920879120879121,0.7920879120879121,0.7944169002784232
5,11,0.38,0.7,0.7920879120879121,0.7920879120879121,0.7945747708148861
5,12,0.38,0.7,0.7920879120879121,0.7920879120879121,0.7945747708148861
5,13,0.38,0.7,0.7916483516483517,0.7916483516483517,0.7941123408051618
5,10,0.38,0.7,0.7916483516483517,0.7916483516483517,0.7941496861537315
5,14,0.28,0.5,0.7916483516483517,0.7916483516483517,0.7913621204469846
5,14,0.25,0.5,0.7912087912087912,0.7912087912087912,0.7908974239880414
5,15,0.38,0.5,0.7907692307692308,0.7907692307692308,0.7928294762218894
5,14,0.38,0.7,0.7907692307692308,0.7907692307692308,0.7931849886885028
5,12,0.4,0.65,0.7907692307692308,0.7907692307692308,0.7937002353419698
5,11,0.4,0.65,0.7903296703296703,0.7903296703296703,0.7932710975850416
5,16,0.38,0.5,0.7903296703296703,0.7903296703296703,0.7931367559298445
5,14,0.3,0.5,0.7903296703296703,0.7903296703296703,0.7902113492509798
5,13,0.4,0.65,0.7903296703296703,0.7903296703296703,0.7932443085399705
5,12,0.28,0.55,0.7903296703296703,0.7903296703296703,0.7898671250205744
5,10,0.4,0.65,0.7898901098901099,0.7898901098901099,0.7928418976145806
5,12,0.25,0.55,0.7898901098901099,0.7898901098901099,0.7894012206391746
5,14,0.32,0.5,0.7894505494505495,0.7894505494505495,0.7896583281310454
5,14,0.4,0.65,0.7894505494505495,0.7894505494505495,0.7923261605554023
5,12,0.32,0.55,0.7894505494505495,0.7894505494505495,0.7895669459711412
5,13,0.4,0.6,0.7894505494505495,0.7894505494505495,0.7924314031012827
5,12,0.4,0.6,0.7894505494505495,0.7894505494505495,0.7924075238894515
5,12,0.3,0.55,0.789010989010989,0.789010989010989,0.7886714555733609
5,14,0.4,0.6,0.7885714285714286,0.7885714285714286,0.7916090522659892
5,11,0.4,0.6,0.7885714285714286,0.7885714285714286,0.7915230967329705
5,15,0.38,0.7,0.7881318681318681,0.7881318681318681,0.7904727245172388
5,10,0.4,0.6,0.7881318681318681,0.7881318681318681,0.7910850413352419
5,13,0.38,0.55,0.7872527472527473,0.7872527472527473,0.7887496015256127
5,15,0.4,0.6,0.7872527472527473,0.7872527472527473,0.7903484682528927
5,15,0.4,0.65,0.7868131868131868,0.7868131868131868,0.7896249442485977
5,12,0.35,0.55,0.7863736263736264,0.7863736263736264,0.786961176143821
5,16,0.38,0.7,0.7863736263736264,0.7863736263736264,0.7885716258817819
5,11,0.28,0.55,0.7854945054945055,0.7854945054945055,0.7846766491907958
5,14,0.35,0.5,0.7850549450549451,0.7850549450549451,0.7857101082342044
5,16,0.4,0.65,0.7850549450549451,0.7850549450549451,0.7876997283154682
5,11,0.32,0.55,0.7850549450549451,0.7850549450549451,0.7848844336275769
5,11,0.25,0.55,0.7850549450549451,0.7850549450549451,0.7842081357481516
5,16,0.4,0.6,0.7846153846153846,0.7846153846153846,0.7876864561090385
5,10,0.28,0.55,0.7846153846153846,0.7846153846153846,0.7837394083419194
5,10,0.32,0.55,0.7841758241758242,0.7841758241758242,0.7839548006271464
5,11,0.3,0.55,0.7841758241758242,0.7841758241758242,0.7834883478156027
5,10,0.25,0.55,0.7841758241758242,0.7841758241758242,0.7832704662374703
5,10,0.3,0.55,0.7832967032967033,0.7832967032967033,0.782552350806319
5,16,0.4,0.55,0.7824175824175824,0.7824175824175824,0.7855807706479683
5,15,0.4,0.55,0.7824175824175824,0.7824175824175824,0.7854733284452579
5,11,0.35,0.55,0.7824175824175824,0.7824175824175824,0.7827709792314544
5,10,0.35,0.55,0.7815384615384615,0.7815384615384615,0.7818472706974345
5,12,0.38,0.55,0.7806593406593406,0.7806593406593406,0.7817011998998398
5,14,0.38,0.5,0.7802197802197802,0.7802197802197802,0.7813620405142563
5,13,0.28,0.5,0.7767032967032967,0.7767032967032967,0.7746995190160237
5,11,0.38,0.55,0.7767032967032967,0.7767032967032967,0.7775355253564338
5,14,0.4,0.55,0.7762637362637362,0.7762637362637362,0.779122200051554
5,15,0.4,0.5,0.7762637362637362,0.7762637362637362,0.7792018658184945
5,13,0.32,0.5,0.7758241758241758,0.7758241758241758,0.7745614303679789
5,13,0.3,0.5,0.7758241758241758,0.7758241758241758,0.7740691676931998
5,13,0.25,0.5,0.7758241758241758,0.7758241758241758,0.7737472374013925
5,10,0.38,0.55,0.7758241758241758,0.7758241758241758,0.7766166933944597
5,16,0.4,0.5,0.7758241758241758,0.7758241758241758,0.7790789222657261
5,11,0.4,0.7,0.774065934065934,0.774065934065934,0.7762301289288737
5,12,0.4,0.7,0.774065934065934,0.774065934065934,0.7762301289288737
5,13,0.4,0.7,0.7736263736263737,0.7736263736263737,0.7757526651535868
5,10,0.4,0.7,0.7736263736263737,0.7736263736263737,0.7758086456796244
5,13,0.35,0.5,0.7731868131868131,0.7731868131868131,0.7726590582632096
5,14,0.4,0.7,0.7727472527472528,0.7727472527472528,0.7747949256356931
5,13,0.4,0.55,0.770989010989011,0.770989010989011,0.7736372626750196
5,15,0.4,0.7,0.7705494505494506,0.7705494505494506,0.7724794904620139
5,16,0.4,0.7,0.7692307692307693,0.7692307692307693,0.7709597405751215
5,13,0.38,0.5,0.7683516483516484,0.7683516483516484,0.7684797088241992
5,14,0.4,0.5,0.7661538461538462,0.7661538461538462,0.7686493341819413
6,12,0.28,0.65,0.7643956043956044,0.7643956043956044,0.7669241465479879
5,12,0.4,0.55,0.7643956043956044,0.7643956043956044,0.7668011748011748
6,12,0.25,0.65,0.7643956043956044,0.7643956043956044,0.7669241465479879
6,11,0.28,0.65,0.763956043956044,0.763956043956044,0.7665019777519582
6,12,0.3,0.65,0.763956043956044,0.763956043956044,0.7664765401017184
6,11,0.25,0.65,0.763956043956044,0.763956043956044,0.7665019777519582
6,12,0.32,0.65,0.763956043956044,0.763956043956044,0.7664765401017184
6,10,0.25,0.65,0.7635164835164835,0.7635164835164835,0.7660797667722817
6,11,0.32,0.65,0.7635164835164835,0.7635164835164835,0.7660544605276447
6,12,0.35,0.65,0.7635164835164835,0.7635164835164835,0.7660027753725412
6,13,0.25,0.65,0.7635164835164835,0.7635164835164835,0.7660027753725412
6,13,0.28,0.65,0.7635164835164835,0.7635164835164835,0.7660027753725412
6,10,0.28,0.65,0.7635164835164835,0.7635164835164835,0.7660797667722817
6,11,0.3,0.65,0.7635164835164835,0.7635164835164835,0.7660544605276447
6,13,0.3,0.65,0.7630769230769231,0.7630769230769231,0.7655546670931287
6,10,0.32,0.65,0.7630769230769231,0.7630769230769231,0.765632338935392
6,10,0.3,0.65,0.7630769230769231,0.7630769230769231,0.765632338935392
6,13,0.32,0.65,0.7630769230769231,0.7630769230769231,0.7655546670931287
6,11,0.35,0.65,0.7630769230769231,0.7630769230769231,0.7655809159344209
6,10,0.35,0.65,0.7626373626373626,0.7626373626373626,0.7651590153055856
6,13,0.35,0.65,0.7626373626373626,0.7626373626373626,0.7650795843130909
6,14,0.28,0.65,0.7621978021978022,0.7621978021978022,0.7645757592043213
6,14,0.25,0.65,0.7621978021978022,0.7621978021978022,0.7645757592043213
6,14,0.3,0.65,0.7617582417582418,0.7617582417582418,0.7641265411299962
6,14,0.32,0.65,0.7617582417582418,0.7617582417582418,0.7641265411299962
6,14,0.35,0.65,0.7613186813186813,0.7613186813186813,0.7636485715860712
6,12,0.28,0.6,0.7608791208791209,0.7608791208791209,0.764238477619941
6,12,0.25,0.6,0.7608791208791209,0.7608791208791209,0.764238477619941
6,13,0.25,0.6,0.7604395604395604,0.7604395604395604,0.7637802703613157
6,12,0.32,0.6,0.7604395604395604,0.7604395604395604,0.7638003106579616
6,12,0.3,0.6,0.7604395604395604,0.7604395604395604,0.7638003106579616
5,11,0.4,0.55,0.7604395604395604,0.7604395604395604,0.7627231436520281
6,13,0.28,0.6,0.7604395604395604,0.7604395604395604,0.7637802703613157
6,14,0.25,0.6,0.76,0.76,0.7632840888365111
6,11,0.28,0.6,0.76,0.76,0.7633899543721248
6,13,0.32,0.6,0.76,0.76,0.7633415918047673
6,13,0.3,0.6,0.76,0.76,0.7633415918047673
6,14,0.28,0.6,0.76,0.76,0.7632840888365111
6,11,0.25,0.6,0.76,0.76,0.7633899543721248
5,10,0.4,0.55,0.7595604395604396,0.7595604395604396,0.761821461952788
6,12,0.35,0.6,0.7595604395604396,0.7595604395604396,0.7629134089681461
6,14,0.32,0.6,0.7595604395604396,0.7595604395604396,0.7628442793816392
6,14,0.3,0.6,0.7595604395604396,0.7595604395604396,0.7628442793816392
6,10,0.25,0.6,0.7595604395604396,0.7595604395604396,0.7629609434238808
6,10,0.28,0.6,0.7595604395604396,0.7595604395604396,0.7629609434238808
6,11,0.32,0.6,0.7595604395604396,0.7595604395604396,0.7629521701032955
6,11,0.3,0.6,0.7595604395604396,0.7595604395604396,0.7629521701032955
6,10,0.32,0.6,0.7591208791208791,0.7591208791208791,0.7625232509082865
6,10,0.3,0.6,0.7591208791208791,0.7591208791208791,0.7625232509082865
6,15,0.28,0.65,0.7591208791208791,0.7591208791208791,0.761306908582137
6,15,0.25,0.65,0.7591208791208791,0.7591208791208791,0.761306908582137
6,13,0.35,0.6,0.7591208791208791,0.7591208791208791,0.762452725657779
6,15,0.28,0.6,0.7586813186813187,0.7586813186813187,0.7617987967492583
6,15,0.25,0.6,0.7586813186813187,0.7586813186813187,0.7617987967492583
6,15,0.3,0.65,0.7586813186813187,0.7586813186813187,0.7608557334119835
6,11,0.35,0.6,0.7586813186813187,0.7586813186813187,0.7620667349563686
6,14,0.35,0.6,0.7586813186813187,0.7586813186813187,0.7619511011743476
6,15,0.32,0.65,0.7586813186813187,0.7586813186813187,0.7608557334119835
6,10,0.35,0.6,0.7582417582417582,0.7582417582417582,0.7616381667113373
6,15,0.32,0.6,0.7582417582417582,0.7582417582417582,0.761356323178103
6,15,0.35,0.65,0.7582417582417582,0.7582417582417582,0.7603726878873365
6,15,0.3,0.6,0.7582417582417582,0.7582417582417582,0.761356323178103
6,12,0.38,0.65,0.7582417582417582,0.7582417582417582,0.7606162187257783
6,11,0.38,0.65,0.7578021978021978,0.7578021978021978,0.7601954451247012
6,10,0.38,0.65,0.7573626373626373,0.7573626373626373,0.7597746322947564
6,15,0.35,0.6,0.7573626373626373,0.7573626373626373,0.760453117497855
6,13,0.38,0.65,0.7573626373626373,0.7573626373626373,0.7596868310675842
6,14,0.38,0.65,0.756043956043956,0.756043956043956,0.758242134870038
6,16,0.25,0.65,0.7551648351648351,0.7551648351648351,0.7570348419498873
6,16,0.28,0.6,0.7551648351648351,0.7551648351648351,0.7579074280234286
6,16,0.25,0.6,0.7551648351648351,0.7551648351648351,0.7579074280234286
6,16,0.28,0.65,0.7551648351648351,0.7551648351648351,0.7570348419498873
6,16,0.3,0.65,0.7547252747252747,0.7547252747252747,0.7565808280412414
6,16,0.32,0.65,0.7547252747252747,0.7547252747252747,0.7565808280412414
6,16,0.32,0.6,0.7547252747252747,0.7547252747252747,0.7574603632764985
6,16,0.3,0.6,0.7547252747252747,0.7547252747252747,0.7574603632764985
5,12,0.28,0.5,0.7547252747252747,0.7547252747252747,0.7499041754838611
5,13,0.4,0.5,0.7542857142857143,0.7542857142857143,0.756221125282119
5,12,0.32,0.5,0.7542857142857143,0.7542857142857143,0.7505965137194379
6,16,0.35,0.65,0.7542857142857143,0.7542857142857143,0.7560905057822875
6,12,0.38,0.6,0.7542857142857143,0.7542857142857143,0.757641594468622
6,16,0.35,0.6,0.7538461538461538,0.7538461538461538,0.7565402242799076
5,12,0.25,0.5,0.7538461538461538,0.7538461538461538,0.7489193510068677
5,12,0.3,0.5,0.7538461538461538,0.7538461538461538,0.7493562021484209
6,13,0.38,0.6,0.7538461538461538,0.7538461538461538,0.7571745707338927
6,11,0.38,0.6,0.7534065934065934,0.7534065934065934,0.7567996143587571
6,14,0.38,0.6,0.7534065934065934,0.7534065934065934,0.7566589561308522
6,15,0.28,0.55,0.7534065934065934,0.7534065934065934,0.7568558814686218
6,15,0.25,0.55,0.7534065934065934,0.7534065934065934,0.7568558814686218
6,15,0.3,0.55,0.7529670329670329,0.7529670329670329,0.7564172560642863
6,15,0.38,0.65,0.7529670329670329,0.7529670329670329,0.7549421133951988
6,10,0.38,0.6,0.7529670329670329,0.7529670329670329,0.7563721619307149
6,15,0.32,0.55,0.7529670329670329,0.7529670329670329,0.7564172560642863
6,16,0.28,0.55,0.7529670329670329,0.7529670329670329,0.7560168226834892
6,16,0.25,0.55,0.7529670329670329,0.7529670329670329,0.7560168226834892
6,15,0.35,0.55,0.7525274725274725,0.7525274725274725,0.7559563073853762
6,16,0.32,0.55,0.7525274725274725,0.7525274725274725,0.7555724888376454
6,16,0.3,0.55,0.7525274725274725,0.7525274725274725,0.7555724888376454
6,16,0.35,0.55,0.752087912087912,0.752087912087912,0.7550858390993748
6,15,0.38,0.6,0.752087912087912,0.752087912087912,0.755128024957247
5,12,0.35,0.5,0.7516483516483516,0.7516483516483516,0.7489408785637108
6,16,0.38,0.65,0.7490109890109891,0.7490109890109891,0.7506249569971776
6,16,0.38,0.6,0.7485714285714286,0.7485714285714286,0.7511583744946073
5,12,0.38,0.5,0.7476923076923077,0.7476923076923077,0.7459285104670721
6,15,0.38,0.55,0.7472527472527473,0.7472527472527473,0.7506773828328778
6,14,0.25,0.55,0.7468131868131868,0.7468131868131868,0.7504929105446205
6,11,0.28,0.7,0.7468131868131868,0.7468131868131868,0.7478695314538227
6,12,0.25,0.7,0.7468131868131868,0.7468131868131868,0.7478695314538227
6,11,0.25,0.7,0.7468131868131868,0.7468131868131868,0.7478695314538227
6,12,0.28,0.7,0.7468131868131868,0.7468131868131868,0.7478695314538227
6,16,0.38,0.55,0.7468131868131868,0.7468131868131868,0.7497364569003732
6,14,0.28,0.55,0.7468131868131868,0.7468131868131868,0.7504929105446205
6,11,0.3,0.7,0.7463736263736264,0.7463736263736264,0.7474092380317732
6,11,0.32,0.7,0.7463736263736264,0.7463736263736264,0.7474092380317732
6,10,0.28,0.7,0.7463736263736264,0.7463736263736264,0.7474542749746961
6,14,0.32,0.55,0.7463736263736264,0.7463736263736264,0.7500585618478758
6,10,0.25,0.7,0.7463736263736264,0.7463736263736264,0.7474542749746961
6,14,0.3,0.55,0.7463736263736264,0.7463736263736264,0.7500585618478758
6,12,0.3,0.7,0.7463736263736264,0.7463736263736264,0.7474092380317732
6,12,0.32,0.7,0.7463736263736264,0.7463736263736264,0.7474092380317732
6,11,0.35,0.7,0.745934065934066,0.745934065934066,0.7469030718030738
6,13,0.28,0.7,0.745934065934066,0.745934065934066,0.7469487693134489
6,13,0.25,0.7,0.745934065934066,0.745934065934066,0.7469487693134489
6,12,0.35,0.7,0.745934065934066,0.745934065934066,0.7469030718030738
6,10,0.3,0.7,0.745934065934066,0.745934065934066,0.7469940784380373
6,14,0.35,0.55,0.745934065934066,0.745934065934066,0.7496180275481775
6,10,0.32,0.7,0.745934065934066,0.745934065934066,0.7469940784380373
6,13,0.32,0.7,0.7454945054945055,0.7454945054945055,0.746488124773309
6,10,0.35,0.7,0.7454945054945055,0.7454945054945055,0.746488124773309
6,13,0.3,0.7,0.7454945054945055,0.7454945054945055,0.746488124773309
6,14,0.25,0.7,0.7450549450549451,0.7450549450549451,0.745934422720137
6,13,0.35,0.7,0.7450549450549451,0.7450549450549451,0.7459810583459665
6,14,0.28,0.7,0.7450549450549451,0.7450549450549451,0.745934422720137
6,15,0.28,0.5,0.7446153846153846,0.7446153846153846,0.7483086141007153
6,15,0.25,0.5,0.7446153846153846,0.7446153846153846,0.7483086141007153
6,14,0.32,0.7,0.7446153846153846,0.7446153846153846,0.7454728740133678
6,14,0.3,0.7,0.7446153846153846,0.7446153846153846,0.7454728740133678
5,11,0.32,0.5,0.7441758241758242,0.7441758241758242,0.7390554683678517
6,15,0.3,0.5,0.7441758241758242,0.7441758241758242,0.7478731415825282
6,14,0.35,0.7,0.7441758241758242,0.7441758241758242,0.7449635666104213
6,16,0.28,0.5,0.7441758241758242,0.7441758241758242,0.747590056298953
