nc6,nc10,uni6,uni10,acc_dssp,acc_consensus,f1_score
5,12,0.25,0.65,0.8241758241758241,0.8241758241758241,0.826661904331991
5,12,0.28,0.65,0.8241758241758241,0.8241758241758241,0.826661904331991
5,11,0.28,0.65,0.8237362637362637,0.8237362637362637,0.8262253314219641
5,11,0.25,0.65,0.8237362637362637,0.8237362637362637,0.8262253314219641
5,13,0.25,0.65,0.8232967032967033,0.8232967032967033,0.8258131693524952
5,10,0.25,0.65,0.8232967032967033,0.8232967032967033,0.8257886728655961
5,10,0.28,0.65,0.8232967032967033,0.8232967032967033,0.8257886728655961
5,13,0.28,0.65,0.8232967032967033,0.8232967032967033,0.8258131693524952
5,12,0.3,0.65,0.8228571428571428,0.8228571428571428,0.8253711818982431
5,14,0.25,0.65,0.8228571428571428,0.8228571428571428,0.8254063742140556
5,14,0.28,0.65,0.8228571428571428,0.8228571428571428,0.8254063742140556
5,11,0.3,0.65,0.8224175824175824,0.8224175824175824,0.8249348174508212
5,10,0.3,0.65,0.8219780219780219,0.8219780219780219,0.8244983679666378
5,13,0.3,0.65,0.8219780219780219,0.8219780219780219,0.8245213689145564
5,14,0.3,0.65,0.8215384615384616,0.8215384615384616,0.8241124867921746
5,12,0.28,0.6,0.8206593406593407,0.8206593406593407,0.8222382167518403
5,12,0.32,0.65,0.8206593406593407,0.8206593406593407,0.8232337240314966
5,15,0.25,0.6,0.8206593406593407,0.8206593406593407,0.8228254334298873
5,15,0.28,0.6,0.8206593406593407,0.8206593406593407,0.8228254334298873
5,15,0.28,0.65,0.8202197802197803,0.8202197802197803,0.8228341278941917
5,11,0.32,0.65,0.8202197802197803,0.8202197802197803,0.8227981687523672
5,12,0.25,0.6,0.8202197802197803,0.8202197802197803,0.821790162790834
5,13,0.28,0.6,0.8202197802197803,0.8202197802197803,0.821910380143858
5,14,0.28,0.6,0.8202197802197803,0.8202197802197803,0.8220870329522564
5,15,0.25,0.65,0.8202197802197803,0.8202197802197803,0.8228341278941917
5,11,0.28,0.6,0.8197802197802198,0.8197802197802198,0.8213168032814131
5,13,0.25,0.6,0.8197802197802198,0.8197802197802198,0.8214632438265885
5,13,0.32,0.65,0.8197802197802198,0.8197802197802198,0.8223796048886494
5,14,0.25,0.6,0.8197802197802198,0.8197802197802198,0.8216415341323481
5,10,0.32,0.65,0.8197802197802198,0.8197802197802198,0.8223625316895833
5,10,0.28,0.6,0.8193406593406594,0.8193406593406594,0.8208682605645505
5,12,0.3,0.6,0.8193406593406594,0.8193406593406594,0.8209921183993024
5,11,0.25,0.6,0.8193406593406594,0.8193406593406594,0.8208682605645505
5,14,0.32,0.65,0.8193406593406594,0.8193406593406594,0.8219625538291935
5,14,0.3,0.6,0.8189010989010989,0.8189010989010989,0.8208336948927816
5,13,0.3,0.6,0.8189010989010989,0.8189010989010989,0.8206617911331657
5,15,0.3,0.65,0.8189010989010989,0.8189010989010989,0.821536299421884
5,15,0.3,0.6,0.8189010989010989,0.8189010989010989,0.8211200773606788
5,10,0.25,0.6,0.8189010989010989,0.8189010989010989,0.8204195790046149
5,11,0.3,0.6,0.8184615384615385,0.8184615384615385,0.8200721709559777
5,12,0.32,0.6,0.8180219780219781,0.8180219780219781,0.8198582690440573
5,10,0.3,0.6,0.8180219780219781,0.8180219780219781,0.8196240728805437
5,13,0.32,0.6,0.8175824175824176,0.8175824175824176,0.8194980991284417
5,16,0.25,0.65,0.8175824175824176,0.8175824175824176,0.8202286737885136
5,14,0.32,0.6,0.8175824175824176,0.8175824175824176,0.8196555195908202
5,16,0.28,0.65,0.8175824175824176,0.8175824175824176,0.8202286737885136
5,11,0.32,0.6,0.8171428571428572,0.8171428571428572,0.8189434077905587
5,10,0.32,0.6,0.8167032967032967,0.8167032967032967,0.8184968044352318
5,16,0.28,0.6,0.8167032967032967,0.8167032967032967,0.8192370986721381
5,16,0.25,0.6,0.8167032967032967,0.8167032967032967,0.8192370986721381
5,15,0.32,0.6,0.8167032967032967,0.8167032967032967,0.8190311643874559
5,16,0.3,0.65,0.8162637362637363,0.8162637362637363,0.8189252923882959
5,12,0.35,0.65,0.8158241758241759,0.8158241758241759,0.8184947527607429
5,15,0.32,0.65,0.8158241758241759,0.8158241758241759,0.8185054149708543
5,16,0.3,0.6,0.8153846153846154,0.8153846153846154,0.8179496294675818
5,11,0.35,0.65,0.8153846153846154,0.8153846153846154,0.8180602795388788
5,10,0.35,0.65,0.814945054945055,0.814945054945055,0.817625728204542
5,13,0.35,0.65,0.814945054945055,0.814945054945055,0.817634606246852
5,14,0.35,0.65,0.8140659340659341,0.8140659340659341,0.8167729209030291
5,15,0.28,0.55,0.8136263736263736,0.8136263736263736,0.8153176455209481
5,12,0.35,0.6,0.8136263736263736,0.8136263736263736,0.8156962886708288
5,15,0.25,0.55,0.8136263736263736,0.8136263736263736,0.8153176455209481
5,13,0.35,0.6,0.8131868131868132,0.8131868131868132,0.8153286356596634
5,16,0.28,0.55,0.8131868131868132,0.8131868131868132,0.8155735462120048
5,16,0.32,0.65,0.8131868131868132,0.8131868131868132,0.815877385445059
5,16,0.32,0.6,0.8131868131868132,0.8131868131868132,0.8158248525045755
5,16,0.25,0.55,0.8131868131868132,0.8131868131868132,0.8155735462120048
5,11,0.35,0.6,0.8127472527472528,0.8127472527472528,0.814786844465953
5,14,0.35,0.6,0.8123076923076923,0.8123076923076923,0.8145829719729125
5,10,0.35,0.6,0.8123076923076923,0.8123076923076923,0.814341832754779
5,15,0.3,0.55,0.8118681318681319,0.8118681318681319,0.8136250447750729
5,16,0.3,0.55,0.8118681318681319,0.8118681318681319,0.8142926032095198
5,15,0.35,0.6,0.810989010989011,0.810989010989011,0.8134898352393037
5,15,0.35,0.65,0.8105494505494506,0.8105494505494506,0.8132977310912031
5,15,0.32,0.55,0.8101098901098901,0.8101098901098901,0.8120260198720598
5,16,0.32,0.55,0.8096703296703297,0.8096703296703297,0.8121947295834524
5,12,0.38,0.65,0.8096703296703297,0.8096703296703297,0.8124413812180471
5,11,0.38,0.65,0.8092307692307692,0.8092307692307692,0.8120082223530499
5,10,0.38,0.65,0.8087912087912088,0.8087912087912088,0.8115749895811292
5,13,0.38,0.65,0.8087912087912088,0.8087912087912088,0.8115734972247914
5,16,0.35,0.65,0.8083516483516483,0.8083516483516483,0.8110783068973835
5,16,0.35,0.6,0.8079120879120879,0.8079120879120879,0.8106669920410378
5,14,0.38,0.65,0.8079120879120879,0.8079120879120879,0.8106986275797117
5,12,0.38,0.6,0.8074725274725275,0.8074725274725275,0.809780598365802
5,13,0.38,0.6,0.807032967032967,0.807032967032967,0.8094055988689601
5,12,0.25,0.7,0.8065934065934066,0.8065934065934066,0.8091975589136376
5,11,0.38,0.6,0.8065934065934066,0.8065934065934066,0.8088763256824457
5,11,0.28,0.7,0.8065934065934066,0.8065934065934066,0.8091975589136376
5,11,0.25,0.7,0.8065934065934066,0.8065934065934066,0.8091975589136376
5,12,0.28,0.7,0.8065934065934066,0.8065934065934066,0.8091975589136376
5,14,0.38,0.6,0.8061538461538461,0.8061538461538461,0.808644860936661
5,13,0.28,0.7,0.8061538461538461,0.8061538461538461,0.8087467788293713
5,13,0.25,0.7,0.8061538461538461,0.8061538461538461,0.8087467788293713
5,10,0.28,0.7,0.8061538461538461,0.8061538461538461,0.8087694825344297
5,10,0.25,0.7,0.8061538461538461,0.8061538461538461,0.8087694825344297
5,10,0.38,0.6,0.8061538461538461,0.8061538461538461,0.8084328128293141
5,14,0.28,0.7,0.8057142857142857,0.8057142857142857,0.8082704379228469
5,14,0.25,0.7,0.8057142857142857,0.8057142857142857,0.8082704379228469
5,14,0.28,0.55,0.8057142857142857,0.8057142857142857,0.8066546876445639
5,12,0.3,0.7,0.8052747252747253,0.8052747252747253,0.8078794172821122
5,11,0.3,0.7,0.8052747252747253,0.8052747252747253,0.8078794172821122
5,15,0.35,0.55,0.8052747252747253,0.8052747252747253,0.807427094749874
5,16,0.35,0.55,0.8052747252747253,0.8052747252747253,0.8079471709917
5,14,0.25,0.55,0.8052747252747253,0.8052747252747253,0.8061996624361304
5,10,0.3,0.7,0.8048351648351648,0.8048351648351648,0.8074515621807457
5,15,0.38,0.6,0.8048351648351648,0.8048351648351648,0.8075186049399308
5,13,0.3,0.7,0.8048351648351648,0.8048351648351648,0.8074278150998799
5,14,0.3,0.7,0.8043956043956044,0.8043956043956044,0.8069495862918051
5,15,0.38,0.65,0.8043956043956044,0.8043956043956044,0.8071985586523717
5,14,0.3,0.55,0.8043956043956044,0.8043956043956044,0.8054294580805553
5,15,0.25,0.5,0.8039560439560439,0.8039560439560439,0.8050773372473919
5,15,0.28,0.5,0.8039560439560439,0.8039560439560439,0.8050773372473919
5,16,0.25,0.5,0.8035164835164835,0.8035164835164835,0.8057293786851347
5,14,0.32,0.55,0.8035164835164835,0.8035164835164835,0.8047884466763977
5,16,0.28,0.5,0.8035164835164835,0.8035164835164835,0.8057293786851347
5,15,0.28,0.7,0.803076923076923,0.803076923076923,0.8055996574910551
5,15,0.25,0.7,0.803076923076923,0.803076923076923,0.8055996574910551
5,16,0.38,0.65,0.8021978021978022,0.8021978021978022,0.8049429850786027
5,12,0.32,0.7,0.8021978021978022,0.8021978021978022,0.8048002196047085
5,16,0.3,0.5,0.8021978021978022,0.8021978021978022,0.8044557197843232
5,11,0.32,0.7,0.8021978021978022,0.8021978021978022,0.8048002196047085
5,15,0.3,0.5,0.8021978021978022,0.8021978021978022,0.8033963011698236
5,13,0.32,0.7,0.8017582417582417,0.8017582417582417,0.8043466593654025
5,16,0.38,0.6,0.8017582417582417,0.8017582417582417,0.804635308459772
5,15,0.3,0.7,0.8017582417582417,0.8017582417582417,0.8042758330562175
5,10,0.32,0.7,0.8017582417582417,0.8017582417582417,0.8043728863012733
5,14,0.32,0.7,0.8013186813186813,0.8013186813186813,0.8038639401472252
5,16,0.25,0.7,0.8008791208791208,0.8008791208791208,0.8033125558212343
5,16,0.28,0.7,0.8008791208791208,0.8008791208791208,0.8033125558212343
5,15,0.32,0.5,0.8004395604395604,0.8004395604395604,0.8018436344889012
